"product_id","line_item_id","quantity","transaction_id","product_name","price","line_total"
147,1,1,45,"Engine Oil",84.5,84.5
10,2,2,45,"T-shirt",68.79,137.58
146,3,2,45,"Car Wax",63.5,127
3,4,2,45,"Shorts",25.99,51.98
123,5,1,45,"Earrings",41.99,41.99
58,1,2,46,"Action Figure",47,94
39,2,1,46,"Dresser",235,235
102,1,2,47,"Camping Tent",146.5,293
139,1,5,48,"Slippers",149,745
200,2,3,48,"Tool Set",51,153
190,3,3,48,"Pacifier",8.79,26.37
42,1,1,49,"Sofa",59.99,59.99
135,2,1,49,"Sneakers",48.5,48.5
20,3,1,49,"TV",358.99,358.99
100,4,3,49,"Soccer Ball",102,306
152,5,1,49,"Jump Starter",44.79,44.79
153,1,3,50,"Jump Starter",26.79,80.37
50,2,2,50,"Microwave",50.99,101.98
75,3,1,50,"Cookbook",12,12
68,4,1,50,"Lego Set",25.5,25.5
105,1,1,51,"Tennis Racket",68.79,68.79
118,2,1,51,"Ankle Bracelet",154.5,154.5
109,1,1,52,"Camping Tent",158.79,158.79
118,2,2,52,"Ankle Bracelet",154.5,309
51,3,1,52,"Vacuum Cleaner",29.79,29.79
78,4,2,52,"Novel",25.5,51
130,5,4,52,"Sneakers",79,316
77,1,1,53,"Novel",17,17
14,1,1,54,"Dress",79,79
131,2,1,54,"Slippers",138,138
11,3,2,54,"Jeans",98,196
199,1,4,55,"Extension Cord",15,60
123,2,1,55,"Earrings",41.99,41.99
64,3,2,55,"Puzzle",41,82
169,1,3,56,"Pet Toys",25,75
18,2,4,56,"Camera",415.5,1662
60,3,3,56,"Toy Car",22.79,68.37
107,4,2,56,"Camping Tent",164.5,329
76,5,3,56,"Novel",29.5,88.5
53,1,1,57,"Vacuum Cleaner",117.79,117.79
169,1,3,58,"Pet Toys",25,75
167,2,2,58,"Cheese",8,16
55,3,1,58,"Cookware",93.99,93.99
4,4,1,58,"Jacket",82.99,82.99
127,5,1,58,"Sandals",133,133
108,1,1,59,"Tennis Racket",184.79,184.79
131,2,2,59,"Slippers",138,276
179,1,1,60,"Leash",24.79,24.79
190,2,1,60,"Pacifier",8.79,8.79
85,3,2,60,"Toothpaste",5.5,11
128,4,3,60,"Boots",56.99,170.97
115,1,1,61,"Ankle Bracelet",136.79,136.79
198,2,1,61,"Paintbrush",76.79,76.79
200,3,2,61,"Tool Set",51,102
65,4,3,61,"Puzzle",33.5,100.5
180,1,3,62,"Pet Toys",38.99,116.97
145,2,1,62,"Engine Oil",22.79,22.79
52,3,1,62,"Microwave",45,45
62,4,4,62,"Building Blocks",38.99,155.96
29,1,3,63,"Desk",53.99,161.97
109,1,3,64,"Camping Tent",158.79,476.37
141,2,1,64,"Car Battery",80,80
131,3,6,64,"Slippers",138,828
6,1,3,65,"Sweater",98.5,295.5
150,2,1,65,"Car Seat",49.79,49.79
74,3,1,65,"Biography",24.5,24.5
71,4,3,65,"Biography",16.5,49.5
4,5,2,65,"Jacket",82.99,165.98
184,1,3,66,"Pacifier",4.99,14.97
26,1,2,67,"Mouse",381,762
164,2,1,67,"Bread",18.99,18.99
144,3,1,67,"Tire",99.5,99.5
38,1,2,68,"Wardrobe",173.99,347.98
113,2,1,68,"Ring",142,142
141,1,1,69,"Car Battery",80,80
56,2,1,69,"Vacuum Cleaner",137.5,137.5
144,3,1,69,"Tire",99.5,99.5
122,4,2,69,"Ring",27,54
82,5,1,69,"Novel",6.5,6.5
183,1,4,70,"Pacifier",5.99,23.96
122,1,1,71,"Ring",27,27
145,2,2,71,"Engine Oil",22.79,45.58
160,3,3,71,"Banana",17,51
174,4,2,71,"Cat Litter",22.79,45.58
141,5,2,71,"Car Battery",80,160
30,1,1,72,"Coffee Table",225.5,225.5
56,2,1,72,"Vacuum Cleaner",137.5,137.5
185,1,1,73,"Baby Clothes",7.5,7.5
117,2,2,73,"Ring",99,198
53,3,1,73,"Vacuum Cleaner",117.79,117.79
4,1,1,74,"Jacket",82.99,82.99
3,2,1,74,"Shorts",25.99,25.99
133,3,3,74,"Sandals",107,321
42,4,2,74,"Sofa",59.99,119.98
82,1,1,75,"Novel",6.5,6.5
92,1,1,76,"Moisturizer",47.79,47.79
125,2,1,76,"Cufflinks",16.5,16.5
16,3,1,76,"Camera",244.99,244.99
149,1,2,77,"Headlights",88,176
164,2,1,77,"Bread",18.99,18.99
12,3,1,77,"Dress",57.99,57.99
31,4,1,77,"Dresser",208.5,208.5
125,1,2,78,"Cufflinks",16.5,33
175,1,1,79,"Dog Food",27.99,27.99
39,2,1,79,"Dresser",235,235
152,3,1,79,"Jump Starter",44.79,44.79
134,1,4,80,"Heels",135,540
92,2,1,80,"Moisturizer",47.79,47.79
144,3,2,80,"Tire",99.5,199
142,4,1,80,"Engine Oil",22,22
130,5,1,80,"Sneakers",79,79
149,1,1,81,"Headlights",88,88
86,2,3,81,"Perfume",34,102
71,3,2,81,"Biography",16.5,33
97,4,1,81,"Toothpaste",6,6
175,1,3,82,"Dog Food",27.99,83.97
46,2,1,82,"Bowl",25.5,25.5
68,3,1,82,"Lego Set",25.5,25.5
40,1,2,83,"Coffee Table",53.5,107
131,2,1,83,"Slippers",138,138
125,3,1,83,"Cufflinks",16.5,16.5
78,1,4,84,"Novel",25.5,102
12,2,1,84,"Dress",57.99,57.99
2,3,5,84,"Scarf",12.79,63.95
171,1,1,85,"Dog Food",30,30
87,2,3,85,"Nail Polish",5,15
186,3,4,85,"Baby Lotion",9.99,39.96
151,4,3,85,"Jump Starter",28.99,86.97
149,1,2,86,"Headlights",88,176
23,2,5,86,"Speaker",456.99,2284.95
9,3,5,86,"Shoes",26.5,132.5
75,4,2,86,"Cookbook",12,24
107,1,4,87,"Camping Tent",164.5,658
135,2,2,87,"Sneakers",48.5,97
143,1,3,88,"Car Seat",29.99,89.97
39,1,1,89,"Dresser",235,235
52,2,2,89,"Microwave",45,90
117,1,1,90,"Ring",99,99
180,2,2,90,"Pet Toys",38.99,77.98
86,3,1,90,"Perfume",34,34
147,1,1,91,"Engine Oil",84.5,84.5
44,2,6,91,"Fridge",136,816
38,3,3,91,"Wardrobe",173.99,521.97
175,4,4,91,"Dog Food",27.99,111.96
65,1,2,92,"Puzzle",33.5,67
76,2,1,92,"Novel",29.5,29.5
7,3,3,92,"Scarf",52.5,157.5
179,4,3,92,"Leash",24.79,74.37
107,1,3,93,"Camping Tent",164.5,493.5
22,2,2,93,"Camera",92,184
178,3,2,93,"Collar",9.99,19.98
27,4,3,93,"TV",96.79,290.37
162,1,3,94,"Eggs",2.5,7.5
171,2,2,94,"Dog Food",30,60
145,1,1,95,"Engine Oil",22.79,22.79
5,1,2,96,"Scarf",83.5,167
38,1,5,97,"Wardrobe",173.99,869.95
160,2,1,97,"Banana",17,17
159,3,1,97,"Milk",17.5,17.5
127,4,4,97,"Sandals",133,532
72,1,2,98,"Sci-Fi Book",27.79,55.58
81,2,4,98,"Poetry Book",25,100
193,3,3,98,"Baby Wipes",5.5,16.5
20,4,2,98,"TV",358.99,717.98
142,5,1,98,"Engine Oil",22,22
88,1,1,99,"Shaving Kit",39.99,39.99
32,2,2,99,"Desk",206.5,413
167,3,2,99,"Cheese",8,16
123,1,1,100,"Earrings",41.99,41.99
22,2,2,100,"Camera",92,184
98,3,2,100,"Moisturizer",6.5,13
54,1,1,101,"Dishwasher",56.99,56.99
61,2,3,101,"Lego Set",29.5,88.5
3,3,1,101,"Shorts",25.99,25.99
161,1,1,102,"Eggs",9.79,9.79
179,2,1,102,"Leash",24.79,24.79
104,3,1,102,"Bicycle",183.5,183.5
69,4,1,102,"Doll",42.79,42.79
94,5,2,102,"Conditioner",37,74
93,1,1,103,"Hair Gel",17.99,17.99
6,1,1,104,"Sweater",98.5,98.5
161,2,2,104,"Eggs",9.79,19.58
168,3,2,104,"Apple",16.5,33
140,1,4,105,"Heels",129,516
147,1,1,106,"Engine Oil",84.5,84.5
1,2,1,106,"Skirt",47.79,47.79
155,3,1,106,"Eggs",18.99,18.99
69,4,2,106,"Doll",42.79,85.58
83,5,3,106,"Children's Book",22.99,68.97
74,1,3,107,"Biography",24.5,73.5
158,2,1,107,"Chicken",4,4
77,3,1,107,"Novel",17,17
189,4,1,107,"Diapers",6.79,6.79
109,1,2,108,"Camping Tent",158.79,317.58
182,2,4,108,"Leash",35,140
200,3,5,108,"Tool Set",51,255
112,4,1,108,"Football",156,156
67,5,3,108,"Doll",36.99,110.97
92,1,3,109,"Moisturizer",47.79,143.37
48,2,2,109,"Bowl",133.5,267
190,1,3,110,"Pacifier",8.79,26.37
11,2,4,110,"Jeans",98,392
124,3,3,110,"Pendant",94.79,284.37
150,4,4,110,"Car Seat",49.79,199.16
110,1,1,111,"Basketball",136.79,136.79
157,2,2,111,"Butter",13,26
116,3,1,111,"Cufflinks",90,90
16,4,3,111,"Camera",244.99,734.97
94,5,1,111,"Conditioner",37,37
181,1,5,112,"Pet Toys",49,245
129,1,2,113,"Loafers",24.99,49.98
131,2,4,113,"Slippers",138,552
61,1,2,114,"Lego Set",29.5,59
11,2,3,114,"Jeans",98,294
90,3,2,114,"Lip Balm",16.99,33.98
86,4,2,114,"Perfume",34,68
91,1,1,115,"Perfume",27.79,27.79
154,2,3,115,"Car Seat",76.5,229.5
78,1,3,116,"Novel",25.5,76.5
62,2,2,116,"Building Blocks",38.99,77.98
23,3,4,116,"Speaker",456.99,1827.96
96,4,1,116,"Shaving Kit",10.99,10.99
116,1,1,117,"Cufflinks",90,90
162,2,1,117,"Eggs",2.5,2.5
87,3,1,117,"Nail Polish",5,5
63,4,1,117,"Puzzle",10.5,10.5
82,5,1,117,"Novel",6.5,6.5
153,1,2,118,"Jump Starter",26.79,53.58
21,1,4,119,"Speaker",190,760
7,2,2,119,"Scarf",52.5,105
37,3,3,119,"Bookshelf",143.5,430.5
7,4,2,119,"Scarf",52.5,105
3,1,2,120,"Shorts",25.99,51.98
162,1,2,121,"Eggs",2.5,5
103,2,4,121,"Football",163.79,655.16
5,1,2,122,"Scarf",83.5,167
53,1,1,123,"Vacuum Cleaner",117.79,117.79
114,1,1,124,"Watch",150.99,150.99
148,1,2,125,"Car Battery",86,172
75,2,1,125,"Cookbook",12,12
142,3,1,125,"Engine Oil",22,22
11,4,1,125,"Jeans",98,98
84,1,1,126,"Cookbook",21.99,21.99
128,2,3,126,"Boots",56.99,170.97
190,3,2,126,"Pacifier",8.79,17.58
106,4,1,126,"Tennis Racket",142.5,142.5
24,1,2,127,"Smartphone",85,170
22,2,3,127,"Camera",92,276
30,1,1,128,"Coffee Table",225.5,225.5
169,2,2,128,"Pet Toys",25,50
200,3,3,128,"Tool Set",51,153
50,1,5,129,"Microwave",50.99,254.95
95,2,3,129,"Conditioner",34.99,104.97
59,3,3,129,"Puzzle",7.99,23.97
81,1,2,130,"Poetry Book",25,50
52,1,1,131,"Microwave",45,45
44,1,2,132,"Fridge",136,272
105,2,2,132,"Tennis Racket",68.79,137.58
178,3,1,132,"Collar",9.99,9.99
11,1,5,133,"Jeans",98,490
158,2,4,133,"Chicken",4,16
49,1,1,134,"Dishwasher",89.79,89.79
62,2,2,134,"Building Blocks",38.99,77.98
22,1,5,135,"Camera",92,460
100,2,5,135,"Soccer Ball",102,510
10,3,4,135,"T-shirt",68.79,275.16
132,4,2,135,"Running Shoes",117.5,235
78,1,3,136,"Novel",25.5,76.5
189,2,2,136,"Diapers",6.79,13.58
150,1,2,137,"Car Seat",49.79,99.58
147,2,1,137,"Engine Oil",84.5,84.5
95,3,2,137,"Conditioner",34.99,69.98
12,1,1,138,"Dress",57.99,57.99
93,2,1,138,"Hair Gel",17.99,17.99
102,3,1,138,"Camping Tent",146.5,146.5
32,4,3,138,"Desk",206.5,619.5
13,1,3,139,"Jeans",88.99,266.97
130,2,2,139,"Sneakers",79,158
152,1,2,140,"Jump Starter",44.79,89.58
178,2,3,140,"Collar",9.99,29.97
166,3,1,140,"Banana",15.5,15.5
82,1,1,141,"Novel",6.5,6.5
19,2,1,141,"Smartwatch",356.99,356.99
176,1,2,142,"Dog Food",31,62
107,1,3,143,"Camping Tent",164.5,493.5
11,2,1,143,"Jeans",98,98
151,3,2,143,"Jump Starter",28.99,57.98
69,1,4,144,"Doll",42.79,171.16
138,2,1,144,"Slippers",85.5,85.5
114,3,4,144,"Watch",150.99,603.96
56,4,3,144,"Vacuum Cleaner",137.5,412.5
84,1,2,145,"Cookbook",21.99,43.98
101,2,1,145,"Soccer Ball",194.79,194.79
47,1,5,146,"Toaster",105.5,527.5
20,2,1,146,"TV",358.99,358.99
163,1,1,147,"Chicken",16.99,16.99
82,2,1,147,"Novel",6.5,6.5
160,3,5,147,"Banana",17,85
49,4,1,147,"Dishwasher",89.79,89.79
156,5,2,147,"Banana",20.79,41.58
56,1,1,148,"Vacuum Cleaner",137.5,137.5
99,2,1,148,"Bicycle",145.79,145.79
172,3,3,148,"Cat Litter",22,66
97,4,1,148,"Toothpaste",6,6
137,1,3,149,"Dress Shoes",56,168
84,2,1,149,"Cookbook",21.99,21.99
28,3,1,149,"Laptop",181.5,181.5
186,4,6,149,"Baby Lotion",9.99,59.94
47,5,3,149,"Toaster",105.5,316.5
49,1,3,150,"Dishwasher",89.79,269.37
18,2,1,150,"Camera",415.5,415.5
60,3,1,150,"Toy Car",22.79,22.79
109,4,5,150,"Camping Tent",158.79,793.95
195,1,1,151,"Baby Stroller",6,6
170,2,1,151,"Cat Litter",21.99,21.99
196,3,4,151,"Pacifier",10.79,43.16
196,1,2,152,"Pacifier",10.79,21.58
195,2,1,152,"Baby Stroller",6,6
147,3,1,152,"Engine Oil",84.5,84.5
79,4,3,152,"Magazine",16.99,50.97
155,1,1,153,"Eggs",18.99,18.99
62,2,1,153,"Building Blocks",38.99,38.99
129,3,4,153,"Loafers",24.99,99.96
123,4,3,153,"Earrings",41.99,125.97
152,1,4,154,"Jump Starter",44.79,179.16
24,1,3,155,"Smartphone",85,255
196,2,2,155,"Pacifier",10.79,21.58
183,3,1,155,"Pacifier",5.99,5.99
52,4,4,155,"Microwave",45,180
178,5,1,155,"Collar",9.99,9.99
166,1,1,156,"Banana",15.5,15.5
199,2,1,156,"Extension Cord",15,15
172,1,3,157,"Cat Litter",22,66
37,2,2,157,"Bookshelf",143.5,287
102,3,1,157,"Camping Tent",146.5,146.5
72,4,1,157,"Sci-Fi Book",27.79,27.79
6,1,2,158,"Sweater",98.5,197
82,2,2,158,"Novel",6.5,13
120,3,3,158,"Charm Bracelet",48.79,146.37
106,4,1,158,"Tennis Racket",142.5,142.5
137,5,1,158,"Dress Shoes",56,56
156,1,4,159,"Banana",20.79,83.16
172,2,2,159,"Cat Litter",22,44
14,3,1,159,"Dress",79,79
2,4,2,159,"Scarf",12.79,25.58
119,5,1,159,"Watch",118.5,118.5
27,1,2,160,"TV",96.79,193.58
96,2,4,160,"Shaving Kit",10.99,43.96
53,3,2,160,"Vacuum Cleaner",117.79,235.58
12,1,1,161,"Dress",57.99,57.99
138,2,2,161,"Slippers",85.5,171
160,3,3,161,"Banana",17,51
4,4,3,161,"Jacket",82.99,248.97
162,1,1,162,"Eggs",2.5,2.5
85,2,2,162,"Toothpaste",5.5,11
157,1,1,163,"Butter",13,13
17,2,2,163,"Tablet",457.5,915
15,3,3,163,"Speaker",104,312
192,4,3,163,"Baby Bottle",7,21
19,5,2,163,"Smartwatch",356.99,713.98
29,1,4,164,"Desk",53.99,215.96
177,2,1,164,"Pet Toys",48,48
99,1,2,165,"Bicycle",145.79,291.58
159,2,3,165,"Milk",17.5,52.5
184,3,3,165,"Pacifier",4.99,14.97
102,1,4,166,"Camping Tent",146.5,586
60,2,3,166,"Toy Car",22.79,68.37
200,1,1,167,"Tool Set",51,51
141,2,2,167,"Car Battery",80,160
161,1,1,168,"Eggs",9.79,9.79
66,2,1,168,"Building Blocks",32.79,32.79
1,1,3,169,"Skirt",47.79,143.37
57,2,1,169,"Puzzle",38.99,38.99
57,3,1,169,"Puzzle",38.99,38.99
192,1,1,170,"Baby Bottle",7,7
64,2,2,170,"Puzzle",41,82
158,3,2,170,"Chicken",4,8
73,1,3,171,"Magazine",20.79,62.37
94,2,2,171,"Conditioner",37,74
89,3,2,171,"Perfume",19.5,39
143,4,2,171,"Car Seat",29.99,59.98
11,5,1,171,"Jeans",98,98
22,1,1,172,"Camera",92,92
51,2,2,172,"Vacuum Cleaner",29.79,59.58
42,1,1,173,"Sofa",59.99,59.99
151,2,1,173,"Jump Starter",28.99,28.99
23,1,3,174,"Speaker",456.99,1370.97
27,2,1,174,"TV",96.79,96.79
197,3,5,174,"Drill",53,265
196,4,3,174,"Pacifier",10.79,32.37
45,1,1,175,"Air Fryer",120.99,120.99
55,2,4,175,"Cookware",93.99,375.96
122,3,3,175,"Ring",27,81
69,4,4,175,"Doll",42.79,171.16
152,5,5,175,"Jump Starter",44.79,223.95
36,1,1,176,"Chair",26.5,26.5
30,2,2,176,"Coffee Table",225.5,451
174,1,3,177,"Cat Litter",22.79,68.37
13,2,2,177,"Jeans",88.99,177.98
147,3,1,177,"Engine Oil",84.5,84.5
195,4,2,177,"Baby Stroller",6,12
63,5,2,177,"Puzzle",10.5,21
109,1,3,178,"Camping Tent",158.79,476.37
177,2,1,178,"Pet Toys",48,48
2,3,2,178,"Scarf",12.79,25.58
90,4,1,178,"Lip Balm",16.99,16.99
97,5,3,178,"Toothpaste",6,18
55,1,5,179,"Cookware",93.99,469.95
161,2,1,179,"Eggs",9.79,9.79
121,3,1,179,"Charm Bracelet",83.99,83.99
155,1,1,180,"Eggs",18.99,18.99
115,2,1,180,"Ankle Bracelet",136.79,136.79
30,1,1,181,"Coffee Table",225.5,225.5
128,2,2,181,"Boots",56.99,113.98
90,3,3,181,"Lip Balm",16.99,50.97
186,4,2,181,"Baby Lotion",9.99,19.98
123,5,2,181,"Earrings",41.99,83.98
171,1,3,182,"Dog Food",30,90
54,2,4,182,"Dishwasher",56.99,227.96
82,3,2,182,"Novel",6.5,13
116,1,1,183,"Cufflinks",90,90
67,2,2,183,"Doll",36.99,73.98
29,1,1,184,"Desk",53.99,53.99
71,1,1,185,"Biography",16.5,16.5
174,2,5,185,"Cat Litter",22.79,113.95
174,1,1,186,"Cat Litter",22.79,22.79
64,2,2,186,"Puzzle",41,82
68,3,1,186,"Lego Set",25.5,25.5
40,1,2,187,"Coffee Table",53.5,107
21,2,3,187,"Speaker",190,570
67,3,1,187,"Doll",36.99,36.99
29,1,2,188,"Desk",53.99,107.98
42,2,1,188,"Sofa",59.99,59.99
154,3,3,188,"Car Seat",76.5,229.5
34,1,2,189,"Desk",219.5,439
34,2,2,189,"Desk",219.5,439
194,3,3,189,"Baby Monitor",10.5,31.5
139,1,4,190,"Slippers",149,596
176,2,1,190,"Dog Food",31,31
29,3,4,190,"Desk",53.99,215.96
54,4,1,190,"Dishwasher",56.99,56.99
105,1,1,191,"Tennis Racket",68.79,68.79
113,2,2,191,"Ring",142,284
100,3,1,191,"Soccer Ball",102,102
107,4,2,191,"Camping Tent",164.5,329
111,1,1,192,"Sleeping Bag",46.79,46.79
62,2,2,192,"Building Blocks",38.99,77.98
149,3,4,192,"Headlights",88,352
170,4,2,192,"Cat Litter",21.99,43.98
101,1,2,193,"Soccer Ball",194.79,389.58
8,2,2,193,"Shorts",11.99,23.98
80,3,2,193,"Poetry Book",15.79,31.58
179,1,1,194,"Leash",24.79,24.79
134,2,1,194,"Heels",135,135
105,3,2,194,"Tennis Racket",68.79,137.58
63,4,2,194,"Puzzle",10.5,21
52,1,1,195,"Microwave",45,45
31,1,1,196,"Dresser",208.5,208.5
86,2,1,196,"Perfume",34,34
43,1,2,197,"Fridge",130.79,261.58
41,2,1,197,"Dresser",106.79,106.79
64,3,3,197,"Puzzle",41,123
67,4,4,197,"Doll",36.99,147.96
154,5,1,197,"Car Seat",76.5,76.5
41,1,1,198,"Dresser",106.79,106.79
166,2,3,198,"Banana",15.5,46.5
61,3,3,198,"Lego Set",29.5,88.5
154,4,3,198,"Car Seat",76.5,229.5
8,1,1,199,"Shorts",11.99,11.99
15,1,1,200,"Speaker",104,104
142,2,3,200,"Engine Oil",22,66
154,1,5,201,"Car Seat",76.5,382.5
188,2,1,201,"Pacifier",6.99,6.99
109,3,1,201,"Camping Tent",158.79,158.79
49,1,1,202,"Dishwasher",89.79,89.79
160,2,1,202,"Banana",17,17
60,3,2,202,"Toy Car",22.79,45.58
140,4,2,202,"Heels",129,258
153,5,2,202,"Jump Starter",26.79,53.58
104,1,1,203,"Bicycle",183.5,183.5
46,2,1,203,"Bowl",25.5,25.5
84,1,2,204,"Cookbook",21.99,43.98
195,2,2,204,"Baby Stroller",6,12
10,3,1,204,"T-shirt",68.79,68.79
127,1,2,205,"Sandals",133,266
136,1,1,206,"Sneakers",120.5,120.5
103,2,1,206,"Football",163.79,163.79
62,3,4,206,"Building Blocks",38.99,155.96
80,4,1,206,"Poetry Book",15.79,15.79
31,5,3,206,"Dresser",208.5,625.5
75,1,1,207,"Cookbook",12,12
85,1,3,208,"Toothpaste",5.5,16.5
65,2,4,208,"Puzzle",33.5,134
83,3,2,208,"Children's Book",22.99,45.98
32,4,2,208,"Desk",206.5,413
126,5,2,208,"Ankle Bracelet",18.79,37.58
199,1,3,209,"Extension Cord",15,45
52,2,3,209,"Microwave",45,135
59,3,1,209,"Puzzle",7.99,7.99
183,4,3,209,"Pacifier",5.99,17.97
75,5,2,209,"Cookbook",12,24
22,1,2,210,"Camera",92,184
68,1,1,211,"Lego Set",25.5,25.5
59,2,1,211,"Puzzle",7.99,7.99
182,3,1,211,"Leash",35,35
82,4,2,211,"Novel",6.5,13
114,5,5,211,"Watch",150.99,754.95
168,1,1,212,"Apple",16.5,16.5
16,2,2,212,"Camera",244.99,489.98
151,3,1,212,"Jump Starter",28.99,28.99
183,1,1,213,"Pacifier",5.99,5.99
150,2,3,213,"Car Seat",49.79,149.37
20,3,2,213,"TV",358.99,717.98
190,4,2,213,"Pacifier",8.79,17.58
83,1,1,214,"Children's Book",22.99,22.99
119,2,4,214,"Watch",118.5,474
64,3,2,214,"Puzzle",41,82
130,4,2,214,"Sneakers",79,158
131,1,2,215,"Slippers",138,276
2,2,2,215,"Scarf",12.79,25.58
132,3,1,215,"Running Shoes",117.5,117.5
49,4,1,215,"Dishwasher",89.79,89.79
194,5,4,215,"Baby Monitor",10.5,42
82,1,2,216,"Novel",6.5,13
116,2,1,216,"Cufflinks",90,90
27,3,1,216,"TV",96.79,96.79
136,1,2,217,"Sneakers",120.5,241
194,2,2,217,"Baby Monitor",10.5,21
28,3,1,217,"Laptop",181.5,181.5
91,4,3,217,"Perfume",27.79,83.37
